Catalog ID,Description,Sex
HG00691,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00692,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00693,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",female
HG00694,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00698,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00699,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",female
HG00700,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",female
HG00701,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00702,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",female
HG00703,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00704,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00705,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",female
HG00706,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00707,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00708,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",female
HG00709,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00717,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",female
HG00728,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",male
HG00729,"1000 GENOMES PROJECT - HAN CHINESE SOUTH, CHINA",female
HG00731,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG00732,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG00733,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG00734,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG00735,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG00736,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG00737,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG00738,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG00739,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG00740,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG00741,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG00742,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG00743,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG00759,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG00766,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG00844,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG00851,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG00864,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG00867,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG00879,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG00881,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG00956,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG00978,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG00982,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG01028,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG01029,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG01031,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG01046,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",female
HG01047,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01048,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01049,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01050,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01051,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01052,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01053,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01054,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01055,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01056,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01058,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01060,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01061,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01062,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01063,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01064,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01066,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01067,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01068,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01069,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01070,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01071,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01072,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01073,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01074,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01075,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01077,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01079,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01080,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01081,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01082,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01083,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01084,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01085,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01086,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01087,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01088,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01089,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01092,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01094,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01095,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01096,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01097,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01098,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01099,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01100,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01101,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01102,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01103,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01104,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01105,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01106,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01107,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01108,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01109,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01110,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01111,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01112,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01113,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01114,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01119,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01121,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01122,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01124,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01125,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01126,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01130,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01131,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01133,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01134,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01135,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01136,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01137,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01138,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01139,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01140,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01141,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01142,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01148,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01149,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01150,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01161,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01162,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01164,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01167,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01168,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01169,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01170,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01171,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01172,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01173,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01174,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01175,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01176,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01177,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01178,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01182,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01183,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01184,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01187,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01188,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01189,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01190,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01191,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01192,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01197,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01198,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01199,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01200,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01204,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01205,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01206,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01241,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01242,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01243,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01247,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01248,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01249,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01250,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01251,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01252,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01253,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01254,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01255,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01256,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01257,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01258,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01259,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01260,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01261,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01269,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01271,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01272,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01273,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01274,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01275,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01276,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01277,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01278,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01279,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01280,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01281,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01284,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01286,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01302,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01303,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01305,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01308,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01311,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01312,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01323,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01325,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01326,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01334,"1000 GENOMES PROJECT - BRITISH FROM ENGLAND AND SCOTLAND, UK",male
HG01341,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01342,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01343,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01344,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01345,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01346,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01347,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01348,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01349,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01350,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01351,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01352,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01353,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01354,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01355,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01356,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01357,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01358,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01359,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01360,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01361,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01362,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01363,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01365,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01366,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01367,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01369,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01372,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01374,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01375,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01376,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01377,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01378,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01379,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01383,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01384,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01385,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01389,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01390,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01391,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01392,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01393,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01395,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01396,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01398,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01402,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01403,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01405,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01412,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01413,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,male
HG01414,1000 GENOMES PROJECT - PUERTO RICAN IN PUERTO RICO,female
HG01431,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01432,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01433,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01435,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01437,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01438,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01439,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01440,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01441,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01443,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01444,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01447,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01455,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01456,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01457,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01459,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01461,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01462,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01463,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01464,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01465,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01466,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01468,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01474,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01479,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01485,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01486,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01488,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01489,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01490,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01491,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01492,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01493,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01494,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01495,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01496,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01497,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01498,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",female
HG01499,"1000 GENOMES PROJECT - COLOMBIAN IN MEDELLIN, COLOMBIA",male
HG01500,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01501,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01502,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01503,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01504,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01505,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01506,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01507,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01508,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01509,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01510,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01511,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01512,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01513,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01514,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01515,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01516,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01517,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01518,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01519,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01520,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01521,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG01522,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG01523,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
